title,description,price,category,subcategory,image_url,url
Eu Safe & Smooth Sensitive Skin Hair Removal Cream-75g,75g,Rs. 320.00,Women Adult Care,Hair Removal,https://em-cdn.eatmubarak.pk/55545/gallery/8964000045435.jpg,
Veet Pure Shea Butter Normal Skin Hair Removal Cream-50g,50g,Rs. 495.00,Women Adult Care,Hair Removal,https://em-cdn.eatmubarak.pk/55545/gallery/8961101234010.jpg,
Eu Sensitive Skin Hair Removal Cream-30g,30g,Rs. 160.00,Women Adult Care,Hair Removal,https://em-cdn.eatmubarak.pk/55545/gallery/8964000045428.jpg,
Veet Pure Cucumber Extract Dry Skin Hair Removal Cream-50g,50g,Rs. 495.00,Women Adult Care,Hair Removal,https://em-cdn.eatmubarak.pk/55545/gallery/8961101233945.jpg,
Veet Pure Shea Butter Normal Skin Hair Removal Cream-200g,200g,"Rs. 1,900.00",Women Adult Care,Hair Removal,https://em-cdn.eatmubarak.pk/55545/gallery/8961101234034.jpg,
Eu Cucumber Wax Beans-100g,100g,Rs. 399.00,Women Adult Care,Hair Removal,https://em-cdn.eatmubarak.pk/55545/gallery/8964000047583.jpg,
Eu Safe & Smooth Hair Removal Cream Sachet-20g,20g,Rs. 70.00,Women Adult Care,Hair Removal,https://em-cdn.eatmubarak.pk/55545/gallery/8964000045862.jpg,
Eu Men Sensitive Skin Hair Removal Cream-50g,50g,Rs. 250.00,Women Adult Care,Hair Removal,https://em-cdn.eatmubarak.pk/55545/gallery/8964000046982.jpg,
Veet Normal Skin Hair Removal Cream-25g,25g,Rs. 250.00,Women Adult Care,Hair Removal,https://em-cdn.eatmubarak.pk/55545/gallery/8961101234027.jpg,
Nair Hair Remover Moisturising Cream-110ml,110ml,Rs. 595.00,Women Adult Care,Hair Removal,https://em-cdn.eatmubarak.pk/55545/gallery/5010724506547.jpg,
Golden Girl Wax Cream-200g,200g,Rs. 299.00,Women Adult Care,Hair Removal,https://em-cdn.eatmubarak.pk/55545/gallery/8964000900161.jpg,
Golden Girl Wax Cream-125g,125g,Rs. 240.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Derma Shine Body Wax Strips Honey & Lemon Extract,,Rs. 730.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Derma Shine Wax Strips Large-100 Pcs,100 Pcs,Rs. 375.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Veet Hair Removal Cream Dry Skin Cucumber Extract-200g,200g,"Rs. 1,900.00",Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Care Aloe Vera Bleach Cream-70ml,70ml,Rs. 199.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Dorco Eve 2 Simple Twin Blade Disposable-5 Pcs,5 Pcs,Rs. 435.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Body Luxuries Argan Oil Body Wax Strips-16 Pcs,16 Pcs,Rs. 545.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Body Luxuries Charcoal Vitamin C Body Wax Strips-16 Pcs,16 Pcs,Rs. 545.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Body Luxuries Classic Body Wax Strips-16 Pcs,16 Pcs,Rs. 545.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Boots Smooth Care Facial Wax Strips 20'S,20'S,Rs. 399.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Konsung Beauty Pellet Hot Wax-200g,200g,Rs. 950.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Tinkle Eyebrow Razor set-3 Pcs,3 Pcs,Rs. 115.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Eu Sensitive Skin Hair Removal Lotion-60g,60g,Rs. 210.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Eu Dry Skin Hair Removal Lotion-100g,100g,Rs. 330.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Anne French Rose Hair Removing Cream-50g,50g,Rs. 170.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Samsol Normal Skin Hair Removal Lotion-45g,45g,Rs. 140.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Blesso Cold Wax With Aloe Vera Extracts-125g,125g,Rs. 220.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Blesso Cold Wax with Herbal Extracts-200g,200g,Rs. 285.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Blesso Cold Wax With Lemon Extracts-200g,200g,Rs. 285.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Nair Kiwi Extract Hair Removal Spray-200ml,200ml,"Rs. 1,099.00",Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Nair Lemon Fragrance Hair Removal Spray-200ml,200ml,"Rs. 1,099.00",Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Veet Easy Gel Wax Strips Sensitive Skin-12 Strips,12 Strips,Rs. 750.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Veet Normal Skin Shea Butter Hair Removal Cream-100g,100g,Rs. 980.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Veet Dry Skin Hair Removal Lotion-80g,80g,Rs. 495.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Veet Cucumber Extract Body & Legs Hair Removal Cream-100g,100g,Rs. 980.00,Women Adult Care,Hair Removal,https://em-cdn.eatmubarak.pk/55545/gallery/8961101233976.jpg,
Gillette Venus 3 Razors,,"Rs. 1,250.00",Women Adult Care,Hair Removal,https://em-cdn.eatmubarak.pk/55545/gallery/7702018018116.jpg,
Veet Pure Aloe Vera Extract Sensitive Skin Hair Removal Cream-100g,100g,Rs. 980.00,Women Adult Care,Hair Removal,https://em-cdn.eatmubarak.pk/55545/gallery/8961101234089.jpg,
Eu Lilly Fragrance Wax Beans-100g,100g,Rs. 399.00,Women Adult Care,Hair Removal,https://em-cdn.eatmubarak.pk/55545/gallery/8964000047606.jpg,
Eu Lilly Fragrance Wax Strips-12 Pcs,12 Pcs,Rs. 525.00,Women Adult Care,Hair Removal,https://em-cdn.eatmubarak.pk/55545/gallery/8964000045978.jpg,
Schick Exacta 2 Women Razors-7 Pcs,7 Pcs,Rs. 999.00,Women Adult Care,Hair Removal,https://em-cdn.eatmubarak.pk/55545/gallery/4891228430122.jpg,
Schick Exacta 2 Sensitive 2+1 Razor,,Rs. 425.00,Women Adult Care,Hair Removal,https://em-cdn.eatmubarak.pk/55545/gallery/4710117601637.jpg,
Schick Exacta 2 Sensitive Razors-7 Pcs,7 Pcs,Rs. 945.00,Women Adult Care,Hair Removal,https://em-cdn.eatmubarak.pk/55545/gallery/4891228430139.jpg,
Gillette Simple Venue 3 Disposable Pack Of 4,,"Rs. 1,399.00",Women Adult Care,Hair Removal,https://em-cdn.eatmubarak.pk/55545/gallery/7702018024315.jpg,
Gillette Simply Venus 3 Blade 1 Up,,Rs. 400.00,Women Adult Care,Hair Removal,https://em-cdn.eatmubarak.pk/55545/gallery/7702018486250.jpg,
Bic Twin Lady Disposable Razor For Women-6 Pcs,6 Pcs,Rs. 925.00,Women Adult Care,Hair Removal,https://em-cdn.eatmubarak.pk/55545/gallery/3086126608969.jpg,
Bic Pure Lady Disposable Razor For Women-6 Pcs,6 Pcs,"Rs. 1,575.00",Women Adult Care,Hair Removal,https://em-cdn.eatmubarak.pk/55545/gallery/3086126727370.jpg,
Treet Femina Body Razor-5 Pcs,5 Pcs,Rs. 160.00,Women Adult Care,Hair Removal,https://em-cdn.eatmubarak.pk/55545/gallery/073982207316.jpg,
Treet Femina Body Razor-1's,1's,Rs. 35.00,Women Adult Care,Hair Removal,https://em-cdn.eatmubarak.pk/55545/gallery/7398881114590.jpg,
Anne French Hair Removing Rose Lotion-80g,80g,Rs. 220.00,Women Adult Care,Hair Removal,https://em-cdn.eatmubarak.pk/55545/dish_image/1698145917.jpg,
Bic Pure Lady 3 Blades Razor (Pink)-4 Pcs,4 Pcs,"Rs. 1,599.00",Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Veet Dry Skin Hair Removal Cream-25g,25g,Rs. 250.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Hiba's Aloevera Extract Hair Removal Cream-120ml,120ml,Rs. 335.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Care Hair Removing Cream Tube Rose-25g,25g,Rs. 130.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Hiba's Lavender Extract Hair Removal Cream-120ml,120ml,Rs. 335.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Hiba's Rose Water Extract Hair Removal Cream-120ml,120ml,Rs. 375.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Rica Liposoluble Argan Oil Wax-400ml,400ml,"Rs. 1,850.00",Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Nair Rose Fragrance Hair Removal Spray-200ml,200ml,"Rs. 1,099.00",Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Femina Eyebrow And Facial Razor 1's,,Rs. 80.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Derma Shine Non-Woven Wax Strips Small,,Rs. 199.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lubna's Lemon Wonder Wax Balty-1000g,1000g,Rs. 985.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lubna's Hair Depilatory Hot Wax,,Rs. 415.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lubna's Aloe Vera Wonder Wax Small,,Rs. 265.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lubna's Lemon Wonder Wax Small,,Rs. 265.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lubna's Wonder Wax Small,,Rs. 265.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Eu Cucumber Fresh Wax Strips-12 Strips,12 Strips,Rs. 525.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Hemani Hair Removal Cream Moroccan Argan Oil-100ml,100ml,Rs. 315.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Hemani Hair Removal Cream Aloe Vera-100ml,100ml,Rs. 315.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Body Luxuries Cotton Wax Strips 80 Sheets-120g,120g,Rs. 599.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Safit Gold Lady Shaver 2 Blades Razor-5 Pcs,5 Pcs,Rs. 399.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Treet Femina Silk Twin Blade-1 Pc,1 Pc,Rs. 140.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Eu Dry Skin Hair Removal Cream-20g,20g,Rs. 70.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Care Premium Rose & Chamomile Hair Removal Cream-40ml,40ml,Rs. 95.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Eu Chocolate Sensation Wax Strips-12 Pcs,12 Pcs,Rs. 499.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Eu Lavender Wax Beans-100g,100g,Rs. 399.00,Women Adult Care,Hair Removal,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Trust Ultra Thin Extra Long Sanitary Pads-16 Pcs,16 Pcs,Rs. 430.00,Women Adult Care,Sanitary Napkins Pads,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964000043059.jpg,
Butterfly Breathables Panty Liners Long Pads-20 Pcs,20 Pcs,Rs. 450.00,Women Adult Care,Sanitary Napkins Pads,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964003916336.jpg,
Always Aloe Vera Freshness Maxi Thick Pads -18 Pcs,18 Pcs,Rs. 830.00,Women Adult Care,Sanitary Napkins Pads,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8700216403023.jpg,
Always Aloe Vera Sanitary Pads Extra Long-16 Pcs,16 Pcs,Rs. 830.00,Women Adult Care,Sanitary Napkins Pads,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8700216402934.jpg,
Butterfly Maxi Thick Long Pads-6 Pcs,6 Pcs,Rs. 120.00,Women Adult Care,Sanitary Napkins Pads,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964003916053.jpg,
Sincere Ultra Thin Long Value Pack Pads-16 Pcs,16 Pcs,Rs. 650.00,Women Adult Care,Sanitary Napkins Pads,https://g-cdn.blinkco.io/ordering-system/55545/gallery/5411416058366.jpg,
Trust Wings Long Stick-ons Pads Thicks-10 Pcs,10 Pcs,Rs. 250.00,Women Adult Care,Sanitary Napkins Pads,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964000730058.jpg,
Trust Regular Long Stick-ons Pads Thick-16 Pcs,16 Pcs,Rs. 290.00,Women Adult Care,Sanitary Napkins Pads,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964000730010.jpg,
Trust Wings Long Stick-ons Pads-16 Pcs,16 Pcs,Rs. 340.00,Women Adult Care,Sanitary Napkins Pads,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964000730041.jpg,
Trust Maxi Thick Long Sanitary Pads-9 Pcs,9 Pcs,Rs. 240.00,Women Adult Care,Sanitary Napkins Pads,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964003018344.jpg,
Trust Maxi Thick Extra Long Sanitary Pads-8 Pcs,8 Pcs,Rs. 240.00,Women Adult Care,Sanitary Napkins Pads,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964003018351.jpg,
Trust Maxi Thick Extra Long Sanitary Pads-16 Pcs,16 Pcs,Rs. 450.00,Women Adult Care,Sanitary Napkins Pads,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964000043929.jpg,
Trust Maxi Thick Extra Long Sanitary Pads-16 Pcs,16 Pcs,Rs. 450.00,Women Adult Care,Sanitary Napkins Pads,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964000043936.jpg,
Trust Ultra Thin Long Sanitary Pads-8 Pcs,8 Pcs,Rs. 240.00,Women Adult Care,Sanitary Napkins Pads,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964003018320.jpg,
Trust Ultra Thin Extra Long Sanitary Pads-7 Pcs,7 Pcs,Rs. 240.00,Women Adult Care,Sanitary Napkins Pads,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964003018337.jpg,
Trust Ultra Thin Long Sanitary Pads-18 Pcs,18 Pcs,Rs. 430.00,Women Adult Care,Sanitary Napkins Pads,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964000043943.jpg,
Mothercare Sanitary Pads Extra Long Ultra Thin-7 Pcs,7 Pcs,Rs. 225.00,Women Adult Care,Sanitary Napkins Pads,https://em-cdn.eatmubarak.pk/55545/gallery/8964000981061.jpg,
Butterfly Cotton Maxi Thick Extra Long-16 Pcs,16 Pcs,Rs. 650.00,Women Adult Care,Sanitary Napkins Pads,https://em-cdn.eatmubarak.pk/55545/gallery/8964003916022.jpg,
Butterfly Breathables Dreamy Nights Maxi Thick XL-8 Pcs,8 Pcs,Rs. 360.00,Women Adult Care,Sanitary Napkins Pads,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Butterfly Breathables Dreamy Nights Maxi Thick For Sensitive Skin XL-8 Pcs,8 Pcs,Rs. 360.00,Women Adult Care,Sanitary Napkins Pads,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"Butterfly Breathable Cottony Soft, Maxi Thick Long-30 Pcs",30 Pcs,"Rs. 1,030.00",Women Adult Care,Sanitary Napkins Pads,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Butterfly Maternity Pads Sanitary Napkins-12 Pcs,12 Pcs,Rs. 399.00,Women Adult Care,Sanitary Napkins Pads,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Nofea Eazy Bachat Pack XL Maxi Pads-16 Pcs,16 Pcs,Rs. 350.00,Women Adult Care,Sanitary Napkins Pads,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Butterfly Maxi Thick Extra Long Pads-28 Pcs,28 Pcs,"Rs. 1,100.00",Women Adult Care,Sanitary Napkins Pads,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Molped 3D Barrier Protection Extra Long Pads-7 Pcs,7 Pcs,Rs. 335.00,Women Adult Care,Sanitary Napkins Pads,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Butterfly Maxi Thick XXL Pads-6 Pcs,6 Pcs,Rs. 120.00,Women Adult Care,Sanitary Napkins Pads,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Embrace Maxi Sensitive Long Pads-18 Pcs,18 Pcs,Rs. 650.00,Women Adult Care,Sanitary Napkins Pads,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Embrace Maxi Sensitive Long Pads-28 Pcs,28 Pcs,Rs. 925.00,Women Adult Care,Sanitary Napkins Pads,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Butterfly Ultra Thin Extra Long Pads-14 Pcs,14 Pcs,Rs. 670.00,Women Adult Care,Sanitary Napkins Pads,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Molped Maxi Thick Hygiene Shield Extra Long Pad-16 Pcs,16 Pcs,Rs. 599.00,Women Adult Care,Sanitary Napkins Pads,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Molped Hygiene Shield Maxi Thick Extra Long-8 Pcs,8 Pcs,Rs. 325.00,Women Adult Care,Sanitary Napkins Pads,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Embrace Maxi Essentials Long Pack-18 Pcs,18 Pcs,Rs. 585.00,Women Adult Care,Sanitary Napkins Pads,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Butterfly Signature Series Overnight-6 Pcs,6 Pcs,Rs. 430.00,Women Adult Care,Sanitary Napkins Pads,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Butterfly Overnight Period Panty M-L-2 Pcs,2 Pcs,Rs. 200.00,Women Adult Care,Sanitary Napkins Pads,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Butterfly Overnight Period Panty L-XL-2 Pcs,2 Pcs,Rs. 200.00,Women Adult Care,Sanitary Napkins Pads,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Femina Silk Twin Blade Razor-5 Pcs,5 Pcs,Rs. 515.00,Women Adult Care,Sanitary Napkins Pads,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Trust Maxi Thick Long Sanitary Pads-6 Pcs,6 Pcs,Rs. 120.00,Women Adult Care,Sanitary Napkins Pads,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Trust Maxi Thick Long Sanitary Napkins-30 Pcs,30 Pcs,Rs. 730.00,Women Adult Care,Sanitary Napkins Pads,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Trust Maxi Thick Extra Long Sanitary Napkins-26 Pcs,26 Pcs,Rs. 730.00,Women Adult Care,Sanitary Napkins Pads,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Molped Everyday Freshness Thin Pads-20's,20's,Rs. 425.00,Women Adult Care,Sanitary Napkins Pads,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Molped Pure & Soft Organic Cotton Pads Thin-16's,16's,Rs. 350.00,Women Adult Care,Sanitary Napkins Pads,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8690536844609.jpg,
Molped Advanced Leak Protection Maxi Long Thick Pads-8 Pcs,8 Pcs,Rs. 325.00,Women Adult Care,Sanitary Napkins Pads,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964003062927.jpg,
Butterfly Maxi Thick Long Pads-30 Pcs,30 Pcs,"Rs. 1,000.00",Women Adult Care,Sanitary Napkins Pads,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964003916428.jpg,
Always Cotton Soft Maxi Thick Long Sanitary Pads-6 Pcs,6 Pcs,Rs. 220.00,Women Adult Care,Sanitary Napkins Pads,https://g-cdn.blinkco.io/ordering-system/55545/gallery/3470540729513.jpg,
Butterfly Maxi Thick Long Pads-18 Pcs,18 Pcs,Rs. 650.00,Women Adult Care,Sanitary Napkins Pads,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964003916466.jpg,
Butterfly Maxi Thick Extra Long Pads-26 Pcs,26 Pcs,"Rs. 1,000.00",Women Adult Care,Sanitary Napkins Pads,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964003916435.jpg,
Embrace Sensitives Ultra Thin Extra Long Pads-9 Pcs,9 Pcs,Rs. 365.00,Women Adult Care,Sanitary Napkins Pads,https://g-cdn.blinkco.io/ordering-system/55545/dish_image/1737972919.jpg,
Molped Hygiene Shield Maxi Thick Long Pads-18 Pcs,18 Pcs,Rs. 599.00,Women Adult Care,Sanitary Napkins Pads,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964003062972.jpg,
Molped Hygiene Maxi Thick Extra Long-26 Pcs,26 Pcs,Rs. 899.00,Women Adult Care,Sanitary Napkins Pads,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964003283223.jpg,
Always Maxi Thick Long Pads With Aloe Vera-11 Pcs,11 Pcs,Rs. 420.00,Women Adult Care,Sanitary Napkins Pads,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8700216610384.jpg,
Always Aloe Vera Extra Long Sanitary Pads-10 Pcs,10 Pcs,Rs. 420.00,Women Adult Care,Sanitary Napkins Pads,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8700216610445.jpg,
Butterfly Breathables Panty Liners With Wings-20 Pcs,20 Pcs,Rs. 450.00,Women Adult Care,Sanitary Napkins Pads,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964003916329.jpg,
