product_name,discounted_price,original_price,product_url,image_url
Butterfly Breathables Maxi Thi,975,1100,https://www.rahimstore.com/product/24733,https://www.rahimstore.com/img/products/057/24733.jpg?1762020034
Butterfly Ultra Thin Long 18pc,395,450,https://www.rahimstore.com/product/24734,https://www.rahimstore.com/img/products/057/24734.jpg?1762020034
Butterfly Mother Comforts Ultr,375,430,https://www.rahimstore.com/product/24736,https://www.rahimstore.com/img/products/057/24736.jpg?1762020034
Butterfly Ultra Ultra Thin Ext,199,230,https://www.rahimstore.com/product/24737,https://www.rahimstore.com/img/products/057/24737.jpg?1762020034
Always 3in1 Ultra Thin Long 32,"1,630.00",1630,https://www.rahimstore.com/product/24738,https://www.rahimstore.com/img/products/057/24738.jpg?1762020034
Always 3in1 Ultra Thin Extra L,"1,630.00",1630,https://www.rahimstore.com/product/24739,https://www.rahimstore.com/img/products/057/24739.jpg?1762020034
Always Ultra Thin Long 16pads,774.97,830,https://www.rahimstore.com/product/24740,https://www.rahimstore.com/img/products/057/24740.jpg?1762020034
Always Cottony Soft Maxi Thick,205,220,https://www.rahimstore.com/product/24741,https://www.rahimstore.com/img/products/057/24741.jpg?1762020052
Always Feather Soft Maxi Thick,"1,160.00",1160,https://www.rahimstore.com/product/24742,https://www.rahimstore.com/img/products/057/24742.jpg?1762020052
Butterflymother Comforts Extra,260,300,https://www.rahimstore.com/product/24747,https://www.rahimstore.com/img/products/057/24747.jpg?1762020052
Butterfly Stickon Med 16pcs,305,330,https://www.rahimstore.com/product/24748,https://www.rahimstore.com/img/products/057/24748.jpg?1762020052
Butterfly Breathables Ultra Th,305,350,https://www.rahimstore.com/product/24749,https://www.rahimstore.com/img/products/057/24749.jpg?1762020052
Eu Dry Skin Hair Removal Lotio,190,190,https://www.rahimstore.com/product/24752,https://www.rahimstore.com/img/products/058/24752.jpg?1762020052
Eu Dry Skin Hair Removing Loti,295,330,https://www.rahimstore.com/product/24753,https://www.rahimstore.com/img/products/058/24753.jpg?1762020052
Eu Sensitive Skin Hair Removin,160,160,https://www.rahimstore.com/product/24754,https://www.rahimstore.com/img/products/058/24754.jpg?1762020052
Eu Dry Skin Hair Removing Crea,445,445,https://www.rahimstore.com/product/24755,https://www.rahimstore.com/img/products/058/24755.jpg?1762020052
Eu Dry Skin Hair Removing Crea,320,320,https://www.rahimstore.com/product/24756,https://www.rahimstore.com/img/products/058/24756.jpg?1762020052
Derma Shine Aloe Finger Wax Ja,430,430,https://www.rahimstore.com/product/24758,https://www.rahimstore.com/img/products/058/24758.jpg?1762020052
Derma Shine Chlorophyll Soft W,"1,695.00",1695,https://www.rahimstore.com/product/24759,https://www.rahimstore.com/img/products/058/24759.jpg?1762020052
Derma Shine Chlorophyll Finger,430,430,https://www.rahimstore.com/product/24761,https://www.rahimstore.com/img/products/058/24761.jpg?1762020052
Derma Shine Stw Finger Wax Tin,430,430,https://www.rahimstore.com/product/24764,https://www.rahimstore.com/img/products/058/24764.jpg?1762020052
Derma Shine Banana Finger Wax,430,430,https://www.rahimstore.com/product/24765,https://www.rahimstore.com/img/products/058/24765.jpg?1762020052
Derma Shine Orange Finger Wax,430,430,https://www.rahimstore.com/product/24766,https://www.rahimstore.com/img/products/058/24766.jpg?1762020052
Derma Shine Avocado Wax 400gm,"1,800.00",1850,https://www.rahimstore.com/product/24768,https://www.rahimstore.com/img/products/058/24768.jpg?1762020052
Derma Shine Banana Soft Wax Ti,"1,100.00",1100,https://www.rahimstore.com/product/24770,https://www.rahimstore.com/img/products/058/24770.jpg?1762020052
Veet Dry Skin Hair Removel Cre,"1,900.00",1900,https://www.rahimstore.com/product/24771,https://www.rahimstore.com/img/products/058/24771.jpg?1762020052
Veet H.removal Lotion Sensitiv,475,495,https://www.rahimstore.com/product/24772,https://www.rahimstore.com/img/products/058/24772.jpg?1762020052
Veet Sensitive Hair Removel Cr,980,980,https://www.rahimstore.com/product/24773,https://www.rahimstore.com/img/products/058/24773.jpg?1762020071
Veet Sensitive Hair Removel Cr,"1,616.00",1900,https://www.rahimstore.com/product/24774,https://www.rahimstore.com/img/products/058/24774.jpg?1762020071
Veet Dry Skin Hair Removel Cre,980,980,https://www.rahimstore.com/product/24775,https://www.rahimstore.com/img/products/058/24775.jpg?1762020071
Veet Normal Skin Hair Removel,975,980,https://www.rahimstore.com/product/24776,https://www.rahimstore.com/img/products/058/24776.jpg?1762020071
Veet Pure Hair Removal Cream D,495,495,https://www.rahimstore.com/product/24777,https://www.rahimstore.com/img/products/058/24777.jpg?1762020071
Veet Normal Skin Hair Removel,495,495,https://www.rahimstore.com/product/24778,https://www.rahimstore.com/img/products/058/24778.jpg?1762020071
Veet Sensitive Hair Removel Cr,495,495,https://www.rahimstore.com/product/24780,https://www.rahimstore.com/img/products/058/24780.jpg?1762020071
Molped Maxi Thick Pad Long 9pc,295,340,https://www.rahimstore.com/product/24781,https://www.rahimstore.com/img/products/057/24781.jpg?1762020071
Nisa Hair Removal Cream Rose 1,250,250,https://www.rahimstore.com/product/24782,https://www.rahimstore.com/img/products/058/24782.jpg?1762020071
Elmore Rose Normal Hair Remova,495,550,https://www.rahimstore.com/product/24785,https://www.rahimstore.com/img/products/058/24785.jpg?1762020071
Nisa Hair Removal Lotion Cucum,150,150,https://www.rahimstore.com/product/24786,https://www.rahimstore.com/img/products/058/24786.jpg?1762020071
Molped Maxi Thick Pad Extra Lo,290,290,https://www.rahimstore.com/product/24787,https://www.rahimstore.com/img/products/057/24787.jpg?1762020071
Nisa Hair Removal Lotion Lemon,150,150,https://www.rahimstore.com/product/24788,https://www.rahimstore.com/img/products/058/24788.jpg?1762020071
Golden Pearl Hair Off H.remova,260,260,https://www.rahimstore.com/product/24790,https://www.rahimstore.com/img/products/058/24790.jpg?1762020071
Golden Pearl Hair Off H.remova,300,300,https://www.rahimstore.com/product/24791,https://www.rahimstore.com/img/products/058/24791.jpg?1762020071
Golden Pearl Hair Off H.remova,200,200,https://www.rahimstore.com/product/24792,https://www.rahimstore.com/img/products/058/24792.jpg?1762020071
Golden Pearl Hair Off H.remova,260,260,https://www.rahimstore.com/product/24796,https://www.rahimstore.com/img/products/058/24796.jpg?1762020071
Nisa Hair Removal Cream Lemon,250,250,https://www.rahimstore.com/product/24802,https://www.rahimstore.com/img/products/058/24802.jpg?1762020071
Elmore Lavender Dry Hair Remo,475,550,https://www.rahimstore.com/product/24805,https://www.rahimstore.com/img/products/058/24805.jpg?1762020071
Elmore Chamomile Sensitive Hai,300,300,https://www.rahimstore.com/product/24807,https://www.rahimstore.com/img/products/058/24807.jpg?1762020071
Golden Pearl Hair Off H.remova,200,200,https://www.rahimstore.com/product/24809,https://www.rahimstore.com/img/products/058/24809.jpg?1762020090
Elmore Rose Normal Hair Remova,290,290,https://www.rahimstore.com/product/24814,https://www.rahimstore.com/img/products/058/24814.jpg?1762020090
Golden Pearl Hair Off H.remova,170,170,https://www.rahimstore.com/product/24815,https://www.rahimstore.com/img/products/058/24815.jpg?1762020090
Elmore Chamomile Sen Hair Rem,495,550,https://www.rahimstore.com/product/24821,https://www.rahimstore.com/img/products/058/24821.jpg?1762020090
Embrace Sensitive Maxi Extra L,545,610,https://www.rahimstore.com/product/24931,https://www.rahimstore.com/img/products/057/24931.jpg?1762020090
G/l Advanced Multi Vitamin Cre,399,399,https://www.rahimstore.com/product/24932,https://www.rahimstore.com/img/products/048/24932.jpg?1762020090
Safeguard Lemon Fresh Bundle S,585,585,https://www.rahimstore.com/product/24974,https://www.rahimstore.com/img/products/035/24974.jpg?1762020090
Loreal Fall Resist Reinforcing,791.97,910,https://www.rahimstore.com/product/24977,https://www.rahimstore.com/img/products/038/24977.jpg?1762020090
Loreal Elvive Color Protect Sh,770,879,https://www.rahimstore.com/product/24978,https://www.rahimstore.com/img/products/038/24978.jpg?1762020090
Head & Shoulders Neem Anti Dan,800,800,https://www.rahimstore.com/product/24979,https://www.rahimstore.com/img/products/038/24979.jpg?1762020090
Butterfly Long Ultra Thin Xxl,775,880,https://www.rahimstore.com/product/24981,https://www.rahimstore.com/img/products/057/24981.jpg?1762020090
Sunsilk Thick Long Shampoo 185,430,450,https://www.rahimstore.com/product/24986,https://www.rahimstore.com/img/products/038/24986.jpg?1762020090
